10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
10,1.0
20,1.232982
20,1.192528
20,1.388122
20,1.050956
20,1.050675
20,1.211628
20,1.175465
20,1.143292
20,1.083041
20,1.155114
30,1.179032
30,1.27609
30,1.093881
30,1.192791
30,1.301037
30,1.326794
30,1.074019
30,1.34
30,1.167178
30,1.460249
40,1.237729
40,1.444296
40,1.270349
40,1.323186
40,1.512315
40,1.698505
40,1.390626
40,1.686201
40,1.67114
40,1.512127
50,1.367033
50,1.683056
50,1.584407
50,1.447534
50,1.316619
50,1.688067
50,1.721786
50,1.530712
50,1.536102
50,1.294196
60,1.856018
60,2.044278
60,1.604754
60,1.112813
60,1.639181
60,1.246706
60,1.363883
60.1.524986
60,1.589787
60,1.469461
70,1.578617
70,1.734856
70,1.8488
70,1.523681
70,1.590587
70,1.668638
70,1.65606
70,1.571059
70,1.41311
70,1.343734
80,1.597672
80,1.906129
80,1.561541
80,1.725248
80,1.898065
80,1.530815
80,1.540794
80,1.856955
80,1.403892
80,1.851291
90,1.680356
90,1.535648
90,1.588636
90,1.873986
90,1.593211
90,1.58794
90,1.544206
90,2.102271
90,1.660789
90,1.712651
100,1.906831
100,1.711395
100,1.629803
100,1.570341
100,1.859431
100,1.593896
100,2.126008
100,1.472453
100,1.511854
100,1.646451
