1	3	-89.12
1	5	-68.26
1	6	-94.48
1	10	-83.53
1	12	-94.18
1	13	-93.49
1	15	-88.31
1	18	-92.89
1	27	-85.50
1	28	-93.31
1	30	-94.28
1	33	-77.31
1	39	-90.21
2	4	-92.57
2	6	-84.70
2	7	-91.05
2	11	-67.08
2	12	-87.67
2	16	-81.41
2	18	-93.49
2	19	-93.65
2	21	-91.22
2	22	-89.48
2	23	-83.31
2	26	-80.37
2	27	-93.87
2	29	-90.96
2	32	-82.07
2	35	-81.75
3	1	-89.12
3	5	-88.76
3	6	-93.61
3	8	-89.95
3	9	-93.34
3	12	-91.18
3	13	-78.91
3	14	-81.01
3	15	-85.09
3	17	-92.44
3	18	-84.67
3	19	-91.32
3	20	-93.39
3	21	-92.20
3	22	-92.40
3	23	-94.85
3	24	-86.15
3	27	-90.14
3	28	-79.24
3	30	-90.86
3	31	-90.21
3	33	-93.12
3	34	-88.50
3	36	-91.78
3	37	-91.92
3	38	-91.21
3	39	-79.42
3	40	-94.71
4	2	-92.57
4	6	-91.14
4	7	-69.71
4	11	-93.24
4	12	-88.25
4	14	-93.49
4	17	-93.60
4	18	-87.70
4	19	-74.29
4	21	-73.84
4	22	-77.64
4	23	-83.83
4	24	-93.26
4	25	-75.19
4	26	-88.42
4	28	-89.39
4	29	-64.36
4	32	-83.75
4	34	-86.40
4	35	-84.76
4	37	-85.16
4	38	-93.83
5	1	-68.26
5	3	-88.76
5	6	-92.05
5	10	-80.84
5	12	-91.89
5	13	-93.86
5	15	-90.35
5	16	-94.63
5	18	-91.02
5	26	-94.98
5	27	-80.40
5	28	-92.15
5	33	-73.97
5	39	-91.28
6	1	-94.48
6	2	-84.70
6	3	-93.61
6	4	-91.14
6	5	-92.05
6	7	-91.49
6	10	-92.93
6	11	-81.35
6	12	-70.98
6	16	-79.32
6	18	-84.86
6	19	-89.76
6	21	-87.02
6	22	-84.43
6	23	-79.58
6	26	-71.58
6	27	-83.91
6	28	-90.55
6	29	-90.63
6	32	-86.51
6	33	-93.16
6	34	-94.58
6	35	-87.47
7	2	-91.05
7	4	-69.71
7	6	-91.49
7	11	-92.23
7	12	-89.39
7	16	-94.98
7	18	-90.35
7	19	-81.75
7	21	-79.70
7	22	-80.93
7	23	-83.45
7	25	-79.04
7	26	-88.13
7	28	-92.32
7	29	-56.59
7	32	-80.11
7	34	-90.29
7	35	-80.85
7	37	-89.16
8	3	-89.95
8	9	-79.75
8	13	-84.18
8	14	-80.08
8	15	-93.82
8	17	-77.47
8	18	-94.04
8	19	-93.72
8	20	-86.27
8	24	-74.60
8	28	-89.85
8	30	-93.61
8	31	-90.69
8	34	-86.54
8	36	-79.04
8	37	-88.20
8	38	-73.69
8	39	-90.06
8	40	-86.84
9	3	-93.34
9	8	-79.75
9	13	-87.14
9	14	-88.30
9	15	-93.81
9	17	-87.77
9	20	-75.37
9	24	-86.89
9	28	-94.79
9	30	-91.48
9	31	-87.57
9	34	-93.43
9	36	-62.32
9	37	-94.50
9	38	-86.51
9	39	-90.98
9	40	-74.36
10	1	-83.53
10	5	-80.84
10	6	-92.93
10	12	-94.03
10	16	-93.35
10	27	-83.60
10	33	-68.57
11	2	-67.08
11	4	-93.24
11	6	-81.35
11	7	-92.23
11	12	-85.88
11	16	-74.88
11	18	-92.54
11	19	-93.72
11	21	-91.30
11	22	-89.43
11	23	-83.34
11	26	-78.27
11	27	-91.76
11	29	-91.95
11	32	-84.55
11	35	-84.69
12	1	-94.18
12	2	-87.67
12	3	-91.18
12	4	-88.25
12	5	-91.89
12	6	-70.98
12	7	-89.39
12	10	-94.03
12	11	-85.88
12	14	-93.73
12	16	-85.64
12	18	-78.48
12	19	-85.64
12	21	-82.33
12	22	-78.99
12	23	-77.03
12	25	-92.90
12	26	-74.66
12	27	-84.79
12	28	-86.60
12	29	-88.17
12	32	-85.89
12	33	-93.75
12	34	-91.52
12	35	-87.14
12	37	-93.14
13	1	-93.49
13	3	-78.91
13	5	-93.86
13	8	-84.18
13	9	-87.14
13	14	-77.51
13	15	-84.01
13	17	-89.80
13	18	-90.98
13	19	-94.09
13	20	-86.93
13	24	-82.45
13	28	-86.11
13	30	-86.65
13	31	-83.82
13	34	-89.38
13	36	-84.52
13	37	-92.28
13	38	-88.08
13	39	-74.74
13	40	-88.93
14	3	-81.01
14	4	-93.49
14	8	-80.08
14	9	-88.30
14	12	-93.73
14	13	-77.51
14	15	-90.62
14	17	-83.94
14	18	-87.68
14	19	-89.45
14	20	-90.46
14	21	-91.54
14	22	-92.49
14	24	-69.00
14	25	-93.91
14	28	-80.32
14	30	-92.70
14	31	-90.60
14	34	-81.25
14	36	-86.69
14	37	-85.95
14	38	-81.55
14	39	-85.48
14	40	-91.62
15	1	-88.31
15	3	-85.09
15	5	-90.35
15	8	-93.82
15	9	-93.81
15	13	-84.01
15	14	-90.62
15	18	-94.58
15	20	-91.51
15	24	-93.12
15	27	-94.78
15	28	-92.38
15	30	-79.29
15	31	-82.70
15	33	-93.76
15	36	-92.14
15	39	-73.53
15	40	-93.20
16	2	-81.41
16	5	-94.63
16	6	-79.32
16	7	-94.98
16	10	-93.35
16	11	-74.88
16	12	-85.64
16	18	-92.27
16	21	-92.98
16	22	-91.25
16	23	-86.86
16	26	-81.66
16	27	-88.20
16	29	-94.55
16	32	-89.55
16	33	-94.43
16	35	-89.89
17	3	-92.44
17	4	-93.60
17	8	-77.47
