10,3.33333333333,10
10,4.55555555556,3
10,5.0,9
10,4.55555555556,6
10,5.0,7
10,5.0,8
10,5.0,10
10,5.0,10
10,5.0,9
10,5.0,4
20,5.73684210526,3
20,7.36842105263,3
20,10.0,6
20,6.84210526316,7
20,10.0,14
20,10.0,7
20,10.0,3
20,10.0,15
20,10.0,7
20,8.31578947368,3
30,15.0,27
30,13.2068965517,7
30,15.0,13
30,15.0,5
30,13.4827586207,12
30,14.1034482759,30
30,15.0,28
30,12.8275862069,9
30,13.6206896552,5
30,15.0,24
40,19.2051282051,25
40,20.0,12
40,20.0,6
40,19.1025641026,8
40,18.358974359,12
40,18.1538461538,38
40,19.1538461538,40
40,17.4615384615,11
40,17.9230769231,18
40,18.3076923077,19
50,19.8571428571,33
50,25.0,45
50,24.3673469388,27
50,23.4081632653,40
50,24.306122449,31
50,25.0,16
50,25.0,22
50,23.1224489796,46
50,24.1836734694,4
50,24.2448979592,12
60,27.2372881356,15
60,27.2033898305,48
60,26.3389830508,47
60,27.6610169492,43
60,28.1016949153,38
60,28.3050847458,12
60,29.0677966102,13
60,29.1525423729,16
60,24.8813559322,14
60,30.0,57
70,34.0289855072,27
70,24.7971014493,55
70,35.0,25
70,26.5942028986,12
70,35.0,8
70,35.0,65
70,33.1449275362,40
70,31.652173913,8
70,33.1739130435,42
70,34.0289855072,49
80,39.0253164557,17
80,40.0,13
80,40.0,24
80,38.164556962,33
80,40.0,40
80,24.8481012658,2
80,39.0379746835,59
80,40.0,35
80,33.6075949367,56
80,35.4303797468,14
90,31.8876404494,70
90,39.6516853933,72
90,39.4719101124,56
90,42.1685393258,84
90,44.0561797753,90
90,37.6741573034,71
90,44.0224719101,8
90,42.1797752809,64
90,43.0674157303,10
90,43.0898876404,68
100,48.0707070707,18
100,42.9696969697,48
100,49.202020202,80
100,38.7474747475,63
100,50.0,47
100,45.4141414141,12
100,50.0,70
100,42.7272727273,66
100,47.3333333333,16
100,44.9696969697,46100,3970
