1	3	-81.57
1	4	-77.22
1	5	-91.17
1	7	-94.37
1	8	-93.64
1	10	-63.58
2	3	-90.01
2	5	-79.80
2	6	-81.17
2	7	-80.08
2	9	-68.26
3	1	-81.57
3	2	-90.01
3	4	-86.93
3	5	-80.91
3	6	-90.84
3	7	-87.01
3	9	-91.90
3	10	-80.95
4	1	-77.22
4	3	-86.93
4	5	-93.60
4	10	-72.95
5	1	-91.17
5	2	-79.80
5	3	-80.91
5	4	-93.60
5	6	-85.83
5	7	-75.11
5	9	-84.23
5	10	-90.62
6	2	-81.17
6	3	-90.84
6	5	-85.83
6	7	-89.42
6	9	-77.31
6	10	-94.72
7	1	-94.37
7	2	-80.08
7	3	-87.01
7	5	-75.11
7	6	-89.42
7	9	-85.29
7	10	-94.23
8	1	-93.64
9	2	-68.26
9	3	-91.90
9	5	-84.23
9	6	-77.31
9	7	-85.29
10	1	-63.58
10	3	-80.95
10	4	-72.95
10	5	-90.62
10	6	-94.72
10	7	-94.23
