1	2	0.00
1	7	0.00
1	10	0.00
1	13	0.00
1	14	0.00
1	15	0.00
1	17	0.00
2	1	0.00
2	4	0.00
2	7	0.00
2	8	0.00
2	9	0.00
2	12	0.00
2	13	0.00
2	14	0.00
2	15	0.00
2	17	0.00
3	4	0.00
3	8	0.00
3	9	0.00
3	12	0.00
3	18	0.00
3	19	0.00
3	20	0.00
4	2	0.00
4	3	0.00
4	7	0.00
4	8	0.00
4	9	0.00
4	12	0.00
4	13	0.00
4	14	0.00
4	15	0.00
4	16	0.00
4	17	0.00
4	18	0.00
4	19	0.00
4	20	0.00
5	6	0.00
5	10	0.00
5	11	0.00
5	12	0.00
5	14	0.00
5	15	0.00
5	16	0.00
5	18	0.00
5	19	0.00
6	5	0.00
6	11	0.00
7	1	0.00
7	2	0.00
7	4	0.00
7	9	0.00
7	12	0.00
7	13	0.00
7	14	0.00
7	15	0.00
7	17	0.00
8	2	0.00
8	3	0.00
8	4	0.00
8	9	0.00
8	12	0.00
8	13	0.00
8	17	0.00
8	18	0.00
8	19	0.00
8	20	0.00
9	2	0.00
9	3	0.00
9	4	0.00
9	7	0.00
9	8	0.00
9	12	0.00
9	13	0.00
9	14	0.00
9	15	0.00
9	16	0.00
9	17	0.00
9	19	0.00
9	20	0.00
10	1	0.00
10	5	0.00
10	14	0.00
10	15	0.00
10	16	0.00
10	17	0.00
11	5	0.00
11	6	0.00
11	16	0.00
11	19	0.00
12	2	0.00
12	3	0.00
12	4	0.00
12	5	0.00
12	7	0.00
12	8	0.00
12	9	0.00
12	13	0.00
12	14	0.00
12	15	0.00
12	16	0.00
12	17	0.00
12	18	0.00
12	19	0.00
12	20	0.00
13	1	0.00
13	2	0.00
13	4	0.00
13	7	0.00
13	8	0.00
13	9	0.00
13	12	0.00
13	14	0.00
13	15	0.00
13	17	0.00
14	1	0.00
14	2	0.00
14	4	0.00
14	5	0.00
14	7	0.00
14	9	0.00
14	10	0.00
14	12	0.00
14	13	0.00
14	15	0.00
14	16	0.00
14	17	0.00
15	1	0.00
15	2	0.00
15	4	0.00
15	5	0.00
15	7	0.00
15	9	0.00
15	10	0.00
15	12	0.00
15	13	0.00
15	14	0.00
15	16	0.00
15	17	0.00
16	4	0.00
16	5	0.00
16	9	0.00
16	10	0.00
16	11	0.00
16	12	0.00
16	14	0.00
16	15	0.00
16	17	0.00
16	18	0.00
16	19	0.00
16	20	0.00
17	1	0.00
17	2	0.00
17	4	0.00
17	7	0.00
17	8	0.00
17	9	0.00
17	10	0.00
17	12	0.00
17	13	0.00
17	14	0.00
17	15	0.00
17	16	0.00
18	3	0.00
18	4	0.00
18	5	0.00
18	8	0.00
18	12	0.00
18	16	0.00
18	19	0.00
18	20	0.00
19	3	0.00
19	4	0.00
19	5	0.00
19	8	0.00
19	9	0.00
19	11	0.00
19	12	0.00
19	16	0.00
19	18	0.00
19	20	0.00
20	3	0.00
20	4	0.00
20	8	0.00
20	9	0.00
20	12	0.00
20	16	0.00
20	18	0.00
20	19	0.00
